word,Pred. Tag
طبیعیه,ADJ
که,CONJ
انقدر,ADV
مرد,N
وجود,VS
نداره,INTER
حتی,ADV
در,PREP
دیگر,DET
موجودات,N
این,ADJ
قاعده,N
هست,ADV
هیچ,DET
ایرادی,N
هم,CONJ
نداره,ADV
اگه,CONJ
کسی,PRO
عرضه,N
داره,V
چندتا,ADJ
زن,N
بگیره,V
آمین,N
هرچی,ADV
فکر,VS
میکنم,V
یک,DET
توییت,NE
خوب,ADJ
در,PREP
مورد,NE
جهانگیری,N
توییت,N
بزنم,V
مخم,ADJS
دیگه,ADJS
نمیکشه,ADJ
دارم,N
لو,ADJS
باتری,N
میدم,ADJ
:,PUNC
),PUNC
چاپ,N
نارون,ADJE
سبز,ADJ
خوبه,ADJ
دیگه,ADV
فقط,ADV
میکروفن,N
هم,CONJ
اضافه,VS
کن,V
چرا,ADV
؟,PUNC
وعلیکم,N
السلام,N
چکا پ,NE
سرطان,NE
چجوریه,N
؟,PUNC
نصف,NE
خاندانمون,N
از,PREP
جمله,PREP
مادرم,N
با,PREP
سرطان,N
از,PREP
دنیا,N
رفتن,N
اصولگرا,NE
کذلک,N
به,PREP
نظرم,PREP
این,DET
نام گذاری,N
ها,N
برای,PREP
رجال,N
سیاسی,ADJ
است,V
مردم,N
باهم,ADJ
هستند,V
.,PUNC
#تور,NE
زمینی,NE
#ارمنستان,NE
همه,DET
روزه,ADV
از,PREP
تهران,N
با,PREP
اتوبوس,N
برای,PREP
شرکت,N
در,PREP
تور,N
با,PREP
شماره,NE
۲۱۵۴۰۳۴۰,ADJ
تماس,VS
بگیرید,V
#آژانس_هواپیمایی,ADJE
آرامش,ADJS
ذخایر,NE
عطرم,N
رو,POSTP
به,PREP
پایانه,N
توی,PREP
غروب,NE
پاییزی,N
چی,PRO
از,PREP
این,DET
غم,N
انگیزتر,N
؟,PUNC
محرومان,N
سه,DET
تیم,NE
مدعی,ADJE
لیگ,NE
برتر,ADJ
در,PREP
هفته,NE
هشتم,ADJ
مگ,NE
کسی,PRO
هرچی,ADV
میخوره,ADV
چاق,N
نمیشه,ADJ
با,PREP
استعداد,N
نیست,INTER
؟,PUNC
پس,CONJ
چرابرااین,NE
استعدادم,N
جزو,NE
سلبریتی ها,ADJ
جزوحقوق,ADJE
بگیرای,NE
دولت,N
نشدم,ADJ
؟,PUNC
ننگ,NE
برشمابادمن,ADJ
الان,ADV
باید,ADV
درسطح,NE
جهانی,ADJ
مطرح,ADJ
باشم,ADJ
رفتید,ADJS
چسبیدید,ADJ
به,PREP
کیم,NE
کارداشیان,N
و,CONJ
.,PUNC
اوناگ,N
یه,DET
روز,NE
ورزش,N
نکنن,N
با,PREP
باد,N
هوااندازه,ADJ
هوتن,VS
میشن,V
لنتیا,V
غرب,N
زده های,V
بدبخت,N
بیگانه,N
پرست,ADJ
آره,ADV
دیگه,ADV
مگه,ADV
بچه های,NE
۷,NUM
۸,NUM
ساله,NE
تروریست,N
نیستن,ADJ
؟,PUNC
مگه,CONJ
نباید,ADV
به,PREP
فیجع ترین,NE
شکل,ADJS
کشتشون,N
؟,PUNC
!,PUNC
نمیدونم,N
واقعا,ADV
چی,ADV
باعث,NE
میشه,V
کسی,PRO
با,PREP
این,DET
حجم,N
از,PREP
وقاحت,N
از,PREP
این,DET
جنگ,N
حمایت,VS
کنه,V
مبارکه,N
به,PREP
سلامتی,N
نه,CONJ
همینجا,N
منظورم,N
از,PREP
عکسی,N
که,CONJ
منشن,N
کردم,INTER
اینه,PRO
که,CONJ
فالو,N
کردم,V
بعدشم,ADJ
من,PRO
قبلا,ADV
شما,PRO
رو,POSTP
فالو,N
نکرده بودم,ADJ
نمیدونم,INTER
چرا,ADV
شاید,ADV
متوجه,NE
نشدم,ADJ
یا,CONJ
ندیدم,ADV
یا,CONJ
حواسم,ADJ
نبوده,ADJS
زرنگ,NE
بازی,NE
شاخ,N
بازی,N
تو,PREP
مرام,N
ما,PRO
نی,N
.,PUNC
تایید,NE
تصویری,ADJ
آمین,N
شام,N
بخیر,V
مو,V
خو,V
فِکر,V
کِردُم,V
کسِ,ADJE
خاصی,ADJ
ره,N
مِگی,N
مک,NE
گیا,N
تیرا,N
شو,V
نیازی,V
گو,V
نیازی,V
گو,V
نیازی,N
#پنجاب_کو_جاگنا_هوگا,V
ملک,ADJE
کو,ADJE
بچانا,ADJ
با,PREP
مطرح شدن,NE
دوباره,NS
ماجرای,NE
جدایی,N
«,PUNC
ری,N
»,PUNC
از,PREP
تهران,N
،,PUNC
«,PUNC
شهروند,N
»,PUNC
دلایل,NE
مخالفت ها ,NE
موافقت ها,N
را,POSTP
با,PREP
اجرای,NE
آن,ADJ
بررسی,VS
می کند,V
اگه,CONJ
فکر,N
میکنید,N
که,CONJ
فمنیسم,N
نقدناپذیره,N
نباید,ADV
نقد,N
بشه,INTER
حتی,CONJ
به,PREP
سخره,N
کشیده,ADJ
بشه,INTER
فقط,ADV
باید,ADV
ازش,PREP
حمایت,VS
کرد,V
یا,CONJ
فکر,VS
میکنید,INTER
که,CONJ
باید,ADV
به,PREP
زنان,N
بخاطر,PREP
زن,N
بودنشون,NE
باج,ADJ
داد,ADJS
نقدهای,ADJ
تند,ADJ
بهشون,PREP
نکرد,N
،,PUNC
منو,PRO
آنفالو,VS
کنید,V
!,PUNC
همونطور,NE
خامنه ای,N
خمینی,NE
خلخالی,N
رئیسی,NE
روحانی,N
بدون,PREP
محاکمه,NE
همه,PRO
رو,POSTP
ترور,NE
اعدام,NS
کردن,N
حتی,ADV
کارمندهاو,NE
سربازهای,ADJE
ارتش,N
رو,POSTP
،,PUNC
ما,PRO
هم,CONJ
تا,CONJ
کص,NS
ننه,N
تک,DET
تک,DET
تون,NE
نذاریم,ADJ
ول,VS
کن,V
نیستیم,ADJ
بهتره,ADJ
خجالت,VS
بکشی,V
گوه,N
خوری,N
خامنه ای,N
یزید,NE
ضحاک,ADJE
صفت,N
رو,POSTP
نکنی,V
این,DET
کصکش,N
روی,PREP
هرچی,ADV
دیکتاتوره,N
سفید,ADJ
کرده,V
جلاده,ADJ
لاشی,ADJS
استفاده,N
از,PREP
فیلتر,NS
شکن,NE
جرم,N
نیست,V
برادر,N
اما,CONJ
بقیه,PRO
مطلبت,N
دقیقا,ADV
درسته,ADV
عالیه,ADV
پس,CONJ
باید,ADV
خوشحال,ADJ
باشم,V
عصر,N
بارانی,N
پائیز,ADJ
و,CONJ
بعدش,ADV
بهش,PREP
اون,DET
انگشت,NE
وسطی,N
رو,POSTP
نشون,VS
ندادی,V
بپرسی,N
اون,DET
نشونه,N
چیه,ADV
؟,PUNC
را,POSTP
با,PREP
نمایندگان,NE
مردم,NE
اروپا,N
در,PREP
میان,PREP
بگذارم,N
:,PUNC
کتاب,N
فهرست,NE
نامهای,N
بیش,ADVS
از,PREP
پنج,DET
هزار,N
تن,N
از,PREP
زندانیان,NE
قتل عام,ADJS
شده,ADJ
توسط,PREP
آخوندهاست,N
.,PUNC
اگر,CONJ
بخواهم,NE
ایران,N
امروز,N
را,POSTP
۴۰,NUM
بعد,ADV
از,PREP
سال,NE
حاکمیت,NE
فاشیسم,ADJE
مذهبی,ADJ
در,PREP
یک,DET
جمله,NS
معرفی,VS
کنم,V
می گویم,V
:,PUNC
ایران,N
سرزمین,N
قتل عام,ADJ
شده,ADJ
ایست,ADJ
که,CONJ
من,PRO
موافقم,N
.,PUNC
دوست,N
داشتم,N
که,CONJ
یکی,PRO
دیگه,ADV
مثل,PREP
خودش,PRO
داشته,VS
باشم,V
.,PUNC
ایشالا,NUM
بدن,N
زودتر,ADV
چرت,NE
پرت,N
واسه,PREP
زمان,NE
خودش,PRO
خوب,ADJ
بود,V
دختره,N
یه,DET
مانتو,N
مشکی,ADJ
پوشیده بود,ADJ
روش,PREP
یه,DET
پیرهن,N
چارخونه,ADJE
قرمزمشکی,N
روی,PREP
اون,DET
یه,DET
کت,N
جین,ADJ
وخیلی,ADJ
خوشکل,ADJ
شده,ADJ
بود,INTER
حالا,ADV
اگه,CONJ
من,PRO
این,DET
ترکیبو,N
میپوشیدم,N
شبیه,PREP
چوب,N
لباسی,N
میشدم,V
بعدش,ADV
زندگی,NE
زندگی,NE
زندگی,N
.,PUNC
اصن,ADV
قشنگ,ADJS
تر,ADJ
از,PREP
این,DET
عاشقی,N
کردناش,N
داریم,ADJ
؟,PUNC
.,PUNC
حقیقتا,N
که,CONJ
حرکاتت,N
،,PUNC
رفتارات,N
نوع,NE
حرف,NE
زدنت,N
بیش,ADVS
از,PREP
اندازه,NE
منو,PRO
به,PREP
خودش,PRO
جذب,NE
کرده,ADJ
:,PUNC
),PUNC
ولی,CONJ
اینا,PRO
دلیل,PREP
نمیشه,ADV
من,PRO
باهات,ADJS
مهربون,N
باشم,ADJ
بلکه,CONJ
دلم,N
می خواد,ADJ
اذیتت,N
کنم,INTER
:,PUNC
),PUNC
صدای,NE
جیغت,ADJE
قشنگه,N
:,PUNC
),PUNC
پیدا,VS
بده,V
جانم,V
راحت تر,NE
این بود,N
یه,DET
بار,ADV
پروتکت,ADJ
کنی,V
امتحان,ADJS
کنی,ADJ
بعد,ADJS
پابلیک,ADJ
کنی,ADJ
:,PUNC
),PUNC
اسمایلی,NE
اینا,PRO
که,CONJ
در,PREP
جواب,NE
سوالت,N
میگن,V
گوگل,N
کن,N
:,PUNC
),PUNC
عالیه,ADV
.,PUNC
مثل,PREP
هادی,N
باشیم,V
من,PRO
الان,ADV
قراره,ADV
برای,PREP
مادرم,N
بیمه,N
بگیرم,N
،,PUNC
سفرش,N
۳,NUM
۵,DET
ماهه,N
.,PUNC
چند,DET
تا,PREP
بیمه,N
پرسیدم,N
میگن,ADJ
تا,CONJ
۹۲,ADJS
روز,N
فقط,ADV
بیمه,N
میکنن,INTER
.,PUNC
بعدش,ADV
باید,V
یبار,ADJ
خروج,N
بخوره,ADJ
!,PUNC
وقتی,ADV
بعضی,DET
تیپا,N
فقط,ADV
واسه,PREP
جلب,NS
توجهه ,N
هیچ,DET
راحتی,N
توش,ADJ
نیست,INTER
،,PUNC
خب,CONJ
مام,NE
توجهمون,N
جلب,N
میشه,V
میگیم,ADJ
چه,DET
زشته,N
.,PUNC
چرا,ADV
ناراحت,N
میشید,V
خب,CONJ
از,PREP
مَهدی,N
تا,PREP
مِهدی,N
فاصله,NE
بسیاره,N
برادر,N
.,PUNC
واپس,PREP
مسکا,N
تشکر,N
خواهر,N
گلی,N
مطلبی,N
که,CONJ
در,PREP
تصویر,NE
می بینید,N
به,PREP
عنوان,PREP
دلایل,NE
سقوط,NE
دوران,NE
پهلوی,ADJE
شکل گیری,ADJE
انقلاب,NE
اسلامی,ADJ
،,PUNC
در,PREP
کتاب,NE
درسی,N
سال,NE
نهم,N
برای,PREP
عبرت,NS
گرفتن,N
آگاهی,NE
دانش آموزان,N
آورده,VS
شده,ADJ
است,V
.,PUNC
طنز,NE
تلخ,ADJ
روزگار,N
اینجاست,N
که,CONJ
این,DET
دلایل,NE
شرایط,N
،,PUNC
پررو,NE
تر,ADJ
از,PREP
این,DET
حرفاییم,N
طبق,NE
تجربیات,NE
اخیرتیمهای,NE
ما,PRO
حتی,ADV
اگر,CONJ
به,PREP
فینال,N
هم,CONJ
برسند,NE
روحیه,ADJ
برد,N
در,PREP
بازی,NE
فینال,N
رو,POSTP
ندارن,N
،,PUNC
مثل,PREP
یه,DET
جور,NE
بیماری,N
یا,CONJ
عدم,NE
تواناییه,N
،,PUNC
تو,PREP
فینال,NS
بودن,N
به,PREP
تنهایی,N
برای,PREP
ما,PRO
شده,ADJ
یک,DET
کابوس,N
منجر,N
به,PREP
فوت,N
.,PUNC
آره,ADV
جون,N
هر,DET
کی,ADV
دوست داری,ADV
بگرد,N
!,PUNC
تولدت,INTER
مبارک,V
بالاخره,ADV
رضا,N
یزدانی,N
که,CONJ
همین,ADVS
چند,DET
وقت,ADV
پیش,ADV
صداش,N
روی,PREP
سریال,NE
ترور,NE
خاموش,NS
هم,CONJ
بود,N
،,PUNC
بالاخره,ADV
راک,N
به,PREP
حساب,NS
میاد,ADJ
یا,CONJ
نه,CONJ
؟,PUNC
هوا,N
هوای,NE
یا,CONJ
منو,PRO
ببر,N
به,PREP
خونتون,N
یا,CONJ
بیا,V
به,PREP
خونه,NE
ما,PRO
عه,V
فاخر,NE
نویس,ADJE
کی بودی,ADJE
تو,PRO
چرا,ADV
نه,ADV
.,PUNC
با,PREP
کمال,NE
میل,ADJ
اگه,CONJ
مانتو,NE
جلوباز,ADJE
یخچال,N
باشه,V
اون,DET
پالتو,NE
جلوبازه,ADJ
که,CONJ
من,PRO
دارم,V
فریزر,V
محسوب,H2
خب,CONJ
حالا,ADV
باز,ADV
دوممه,N
میرم,VS
امتحان,VS
بدم,V
اونقدرم,ADJ
نریدم,ADJ
که,CONJ
نمیشه,VS
راهپیمایی,N
باشه,V
همش,ADV
۳,NUM
دقیقه,N
دیگه,ADJ
.,PUNC
امتحان,VS
کن,V
خیلی,ADV
بهتره,ADJ
پس,CONJ
بجای,PREP
بوت,NE
قایق,N
بخر,N
.,PUNC
تازه,ADV
که,CONJ
مهاجرت,N
کرده,ADJ
بودم,INTER
،,PUNC
یهو,ADV
فهمدیم,ADJ
امشب,ADV
کنسرت,NE
متالیکاست,ADJ
تو,PREP
شهر,N
،,PUNC
در,PREP
به,PREP
در,PREP
خودمو,NE
کشتم,N
که,CONJ
بلیط,N
گیر,ADJS
بیارم,N
که,CONJ
نیاوردم,N
چون,CONJ
همش,ADV
فروخته,VS
شده,ADJ
بود,ADJ
،,PUNC
فرداش,N
رفتم,ADJS
سرکار,ADJ
،,PUNC
یکی,PRO
از,PREP
خانومای,NE
همکارم,N
یهو,ADV
گفت,N
آ,V
ره,NE
من,PRO
دو,ADJ
تا,PREP
تیکت,NE
متالیکا,ADJ
داشتم,ADJ
ولی,CONJ
خوشم,NE
نمیاد,ADJ
نرفتم,N
،,PUNC
من,PRO
دیگه,ADV
اون,DET
آدم,N
سابق,ADJ
نشدم,ADJ
.,PUNC
پول,N
میدن,V
کرور,ADJ
کرور,ADJ
بد,N
اخلاق ترین,NE
بی حوصله,ADJE
ترینم,N
الان,ADV
چی,ADV
کار,VS
کنم,V
؟,PUNC
!,PUNC
روسیه,N
به,PREP
گروه,NE
تروریستی,NE
پ ک ک,NE
ی پ گ,N
هشدار,VS
داد,VS
سریعا,ADV
از,PREP
مرز,NE
سوریه,N
تورکیه,N
خارج,ADJS
خدایش,INTER
دوتا,DET
دوربینش,N
دیگش,ADJ
کار,VS
میکنه,V
؟,PUNC
پس,CONJ
من,PRO
کی,ADV
۱,NUM
میشم,V
آخه,V
ولی,CONJ
زمان,NE
شاه,NS
اینجاها,N
میشد,ADJS
خود,PRO
رو,POSTP
نشون,VS
داد,N
:,PUNC
عملیات,NE
چریکی,ADJ
بمبگذاری,ADJ
اعتصاب,N
آتش,NS
زدن,N
بارها,ADV
سینماها,NE
سازماندهی,N
در,PREP
خارج,NS
کشور,N
کمک,NS
گرفتن,N
از,PREP
صدام,NE
قذافی,NE
اسد,ADJ
و,CONJ
.,PUNC
حالا,ADV
که,CONJ
خودشون,PRO
سوارن,N
،,PUNC
راه,NE
لوزری,NE
نخودسیاه,N
رو,POSTP
به,PREP
مخالفان,N
نشون,VS
میدن,ADJ
:,PUNC
),PUNC
شهری,ADJ
سراغ داری,N
که,CONJ
جیره,NE
خور,DET
سپاهی,NE
کسخل,ADJE
بسیجی,N
نداشته,VS
باشه,V
؟,PUNC
هر,DET
شهری,N
ببینی,ADV
از,PREP
این,DET
جاکشا,N
داره,ADV
حتی,ADV
شهر,NE
شما,PRO
ریاضی,NE
۶۰۴۰,N
حرف,NE
آخر,NE
نظام,N
جدید,ADJ
درسته,ADV
.,PUNC
اقلا,N
من,PRO
زوج,ADJ
دیگه ای,ADV
نمیشناسم,V
چرا,ADV
توی,PREP
کافه ای,N
که,CONJ
اینهمه,DET
صندلی,N
داره,ADV
باید,ADV
اینطوری,ADV
بشینید,ADJ
،,PUNC
این,DET
چیزا,N
اصلا,ADV
ربطی,N
به,PREP
عشق,N
عاشقی,ADJ
نداره,V
تا,CONJ
جایی,N
که,CONJ
در,PREP
حقیقت,NE
گفتی,ADJ
:,PUNC
سیاست مدارها,N
در,PREP
همه,DET
جای,NE
دنیا,N
از,PREP
یه,DET
قماشن,N
دایرکت,N
آدم,N
به,PREP
کجا,ADV
باید,ADV
برسه,ADJ
که,CONJ
ابی,ADJ
بگه,ADJ
:,PUNC
واسه,PREP
من,PRO
کافیه,ADJ
اینکه,PRO
تو,PRO
از,PREP
من,PRO
خاطره,NE
داری,N
،,PUNC
به,PREP
یادشون,N
که,CONJ
می افتی,N
واسه,PREP
من,PRO
وقت,NS
میزاری,N
.,PUNC
همین,DET
خوبه,N
.,PUNC
بعضیام,NE
خودشون,PRO
میخرن,N
!,PUNC
مثلا,ADV
بی ف,NE
من,PRO
هربار,ADV
منو,PRO
میبینه,N
کادو,ADJS
خریده,ADJ
.,PUNC
این,DET
عزت,N
نفس,ADJ
ربط,ADJ
نداره,V
نمیشه,PREP
بعدم,N
ناامید,ADJS
تر,ADJ
از,PREP
من,PRO
الان,ADV
هیچ,DET
کسی,PRO
نیست,V
الان,ADV
فقط,ADV
خودتو,N
خسته,ADJ
میکنی,V
دمت,N
دلم,N
همیشه,ADV
به,PREP
هرجا,ADV
که,CONJ
هست,N
غمگین,ADJ
است,V
میان,PREP
شادی,NE
من,PRO
اختلاف,NE
دیرین,N
است,V
.,PUNC
مرتضی,N
امیری,N
اسفندقه,ADJ
اخبار,NE
فرهنگیان,N
(,PUNC
خراسان,NE
رضوی,ADJ
),PUNC
:,PUNC
با,PREP
کاهش,NE
تنوع,NE
مدارس,NE
موافق,ADJ
هستیم,V
نویدادهم,NE
دبیرکل,ADJE
شورای,NE
عالی,ADJ
آموزش,NE
پرورش,N
اگر,CONJ
مصوبه,NE
حذف,NE
تنوع,NE
مدارس,N
،,PUNC
به,PREP
تایید,NE
شورای,NE
نگهبان,N
برسد,NE
لازم,ADJS
الاجراست,ADJ
البته,ADV
باید,ADJ
گفت,ADJ
که,CONJ
در,ADVS
حال,ADVS
حاضر,ADV
در,PREP
آموزش,NS
پرورش,N
نیز,ADV
همین,DET
دو,DET
مدرسه,N
دول,ADJE
دیگه,ADV
ناامیدم,N
فراموش,N
!,PUNC
؟,PUNC
!,PUNC
اوکی,NE
بادی,N
!,PUNC
ببخشید,NE
این,ADJ
اسمش,N
مغز,N
است,INTER
!,PUNC
مغز,N
هم,CONJ
بخشی,NE
بزرگ,ADJ
بنام,NE
حافظه,N
دارد,INTER
!,PUNC
نه,CONJ
فراموش,VS
می کنیم,V
نه,CONJ
میبخشیم,ADJ
!,PUNC
از,PREP
اولش,ADJ
تا,CONJ
الان,ADV
توی,PREP
توییتات,N
ادرسشو,N
بزن,V
۲,ADJ
__,V
همان,DET
دلیلی,N
که,CONJ
خدا,N
ما,PRO
رو,POSTP
بخاطرش,N
آفریده,V
.,PUNC
از,PREP
ایران,N
صدا های,NE
ناهنجاری,N
به,PREP
گوش,N
می ,ADJS
رسد,ADJ
.,PUNC
این,DET
صدا ها,N
از,PREP
جانب,N
(,PUNC
حسن,N
),PUNC
روحانی,N
نیست,ADJ
،,PUNC
اما,CONJ
او,PRO
باید,ADV
از,PREP
ابتدا,ADV
این,DET
صدا ها,N
را,POSTP
ساکت,N
می ,VS
کرد,V
.,PUNC
این,DET
صدا ها,N
،,PUNC
من,PRO
همکارانم,N
را,POSTP
ناراحت,N
می ,VS
کند,INTER
.,PUNC
#___,N
#فرقه_تبهکار,N
#نظام_رفتنی_است,ADJ
#ایران_را_پس_میگیریم,N
نه,CONJ
خوش,ADJS
تیپ,NE
داریم,ADJ
که,CONJ
خیلی ام,NE
شیک,ADJ
خاص,ADJ
میگرده,N
ولی,CONJ
خوشگل,NS
پسر,N
داریم,ADJ
که,CONJ
اوبی,N
طور,NS
تیپ,NE
میزنه,ADJS
حرف,N
میزنه,NE
من,PRO
که,CONJ
فرق,VS
میذارم,N
اگر,CONJ
تنفس های,NE
عمیق,N
برعکس,ADJ
عمل,VS
میکنه,V
،,PUNC
تنفس های,NE
سریع,ADJ
رو,POSTP
امتحان,VS
کن,V
.,PUNC
عالی,ADJ
تو,PRO
اللهم,V
صل,N
علی,N
محمد,NS
وال,N
محمد,NS
عجل,N
فرجهم,ADJE
متاسفانه,ADV
دیروز,ADV
همش,ADV
رفت,V
اینم,DET
وسطش,NE
قفس,N
داره,ADJ
ولی,CONJ
اون,DET
نیس,V
ولی,CONJ
بعضی,DET
اتفاقای,NE
زندگی,N
آدم,N
بزرگا,N
،,PUNC
آرزوهای,N
بچگیشونه,N
مثل,PREP
شما,PRO
جیگر,N
بچت,ADJE
نه,CONJ
عزیزم,ADJ
توی,PREP
تخصص,N
میگن,INTER
۶۰,ADJ
درصد,N
ولی,CONJ
آمار,NE
شفافی,ADJ
وجود,VS
نداره,V
من,PRO
اصلا,ADV
تو,PREP
زندگیم,N
اشتباه,N
نمیکنم,ADJS
همه,ADJ
شو,VS
جمع,VS
میکنم,V
یهو,ADV
میرینم,ADJ
تو,PRO
زندگیم,N
!,PUNC
سوالی,N
که,CONJ
مطرح,VS
میشه,V
اینه,PRO
این,DET
دخترا,N
تا,PREP
آخر,NS
عمر,NE
می خوان,N
چه,DET
کار,N
کنن,V
؟,PUNC
من,PRO
کجا,ADV
گفتم,V
تجربه,NE
شما,PRO
پشیزی,N
نمی ارزه,N
؟,PUNC
چند,ADVS
روزه,ADJ
یا,CONJ
چند,DET
ماهه,ADJ
این,DET
پیش,NS
بینی,N
اتفاق,ADJ
میفته,ADJ
؟,PUNC
صداش,N
شبیه,PREP
کلاغه,N
،,PUNC
یه,DET
دو,DET
بیتی,N
نمیتونه,N
تک,ADJ
خوانی,N
کنه,V
!,PUNC
#منصور_خفه_شو,N
#منصور_گوه_خورد,ADJE
تقریبا,ADV
هر,DET
ایرانی,N
یه,DET
بیا,V
خودم,PRO
برات,PREP
برنامه,NE
بنویسم,V
برو,ADJE
باشگاه,N
واقعا,ADV
سخته,N
یه,DET
جا,NE
بشسنی,ADJ
که,CONJ
حداقل,ADV
۵,DET
نفر,N
هرنتیا,ADJ
بهت,PREP
کم,ADJS
تر,ADJ
از,PREP
۳۰۰,NUM
متر,N
فاصله,VS
داشته,VS
باشن,VS
دارم,VS
شل,VS
میشم,V
یه,DET
جورایی,N
بلکل,N
افسوس,N
که,CONJ
بی فایده,N
فرسوده,N
شدیم,V
مهر,NE
دیگران,PRO
دردهای,NE
خودی,N
را,POSTP
از,PREP
یاد,NE
می برد,N
.,PUNC
#در_جستجوی_زمان_از_دست_رفته,N
#مارسل_پروست,ADJE
من,PRO
هم,CONJ
می گم,N
بلاک,VS
کنید,V
مردک,ADJ
انقدر,CONJ
حرف,N
نزنید,N
باهاش,PREP
حس,NE
حالم,N
اینقدر,ADV
خوبه,ADJ
که,CONJ
دوست,VS
دارم,V
تافت,ADJ
بزنم,N
همینطوری,ADJ
بمونه,N
:,PUNC
),PUNC
منم,PRO
پشمام,V
گفتم,V
شاد,ADJ
بشی,V
خدا,N
حفظش,VS
کنه,V
تا,CONJ
حالا,ADV
واقعا,ADV
ندیدم,NE
کسی,PRO
از,PREP
فینگلیش,NS
نوشتن,N
«,PUNC
دفاع,N
»,PUNC
کنه,V
:,PUNC
داکتر,NS
عبدالله,N
که,CONJ
ریس,NE
جمهور,N
شود,V
شما,PRO
وزیر,NE
امور,NE
زنان,N
میشوید,N
تشویش نداشته,N
باش,V
فصلان,N
پشت,NE
صحنه,N
شو,V
تو,PREP
منوتو,N
دیدم,V
امشب,ADV
میبینمش,V
من,PRO
به,PREPS
عنوان,PREP
سید,NS
توییتر,N
نباید,ADV
بزرگتری,ADJ
کنم,V
بیایید,INTER
مشورت,PRO
از,PREP
من,PRO
بگیرید,V
؟,PUNC
منم,PRO
ایت,PREP
الکرسی,N
حاجی,N
پس,PREP
جنس ها,N
همه,DET
آشغال,N
شده,V
منم,PRO
